Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Sapphire,Natural Blue Sapphire,1.13,Pear,Corn Flower,EC,,289700.0,,7.39 x 5.79 x 3.2 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,49.25,Oval,Cornflower Blue,EC,,1997100.0,,7 x 5 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.18,Pear,Cornflower Blue,EC,,2227800.0,,8.8 x 7.05 x 4.9 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.71,Round,Royal Blue,EC,,490200.0,,6.3 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.37,Pear,Cornflower Blue,EC,,1971800.0,,,No,2025-09-01
Sapphire,Natural Blue Sapphire,15.06,Oval,Medium Blue,EC,,534800.0,,4 x 3 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.57,Princess,Medium Blue,EC,,735300.0,,,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.73,Cushion,Blue,LC,Unheated,534800.0,,6.9 x 5.7 x 4.8 mm,No,2025-09-01
Sapphire,Blue Sapphire,3.86,Cushion,Cornflower,,Unheated,860000.0,,9.5 x 8.5 x 5.3 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.11,Oval,Cornflower,,,1292300.0,,8.5 x 7.5 x 3.9 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.1,Pear,Cornflower Blue,,,525800.0,,10.6 x 7.2 x 3.8 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.2,Oval,Corn Flower,,,1047200.0,,8.66 x 6.4 x 4.28 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.92,Oval,Royal Blue,,,962500.0,,7.13 x 6.18 x 4.83 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.34,Oval,Purple,,Unheated,222800.0,,8 x 6 mm,No,2025-09-01
Sapphire,Natural Natural Blue Sapphire,2.15,Oval,Cornflower Blue,,,412200.0,,8.6 x 6.6 x 4.4 mm,No,2025-09-01
Sapphire,Natural Fancy Sapphire,3.69,Cushion,Fancy,,Unheated,690700.0,,8.5 x 8.1 x 5 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,0.85,Oval,Royal Blue,EC,Unheated,267400.0,,6 x 4.5 x 3.5 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.55,Oval,Cornflower,EC,Unheated,599400.0,,9 x 6.8 x 4.9 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,4.16,Mixed,Vivid Ccornflower,EC,,523600.0,,9.3 x 6.3 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.0,Cushion,Medium Blue,EC,Unheated,445600.0,,7.3 x 7.3 x 3.6 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.44,Pear,Cornflower Blue,,,746400.0,,10.68 x 6.47 x 4.74 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.45,Pear,Cornflower Blue,,,1024900.0,,11 x 6.7 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.08,Round,,EC,,270700.0,,5.8 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,3.16,Pear,Cornflower Blue,EC,,1232100.0,,9.9 x 7.5 x 5.2 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.5,Round,Royal Blue,EC,,757500.0,,6 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.12,Cushion,Cornflower Blue,EC,,980300.0,,7.6 x 7 x 4.5 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.5,Cushion,Cornflower Blue,EC,,523600.0,,6.4 x 6.1 x 4.5 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.69,Oval,Cornflower Blue,,,1125200.0,,8.82 x 7.11 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.02,Oval,Cornflower Blue,,,1169700.0,,8.61 x 7 x 4.18 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.05,Pear,Blue,LC,,949200.0,,9.4 x 5.5 x 4.7 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.27,Pear,Royal Blue,EC,,303000.0,,6.7 x 6.3 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.76,Round,Cornflower Blue,EC,,1019600.0,,7.3 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.96,Trillion,Cornflower Blue,EC,,1069500.0,,7.5 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,1.48,Round,Cornflower Blue,EC,,769300.0,,7 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.38,Cushion,Royal Blue,LC,Heated,635500.0,,8.2 x 7 x 4 mm,No,2025-09-01
Sapphire,Natural Blue Sapphire,2.47,Emerald Cut,Cornflower Blue,EC,,512900.0,,9.56 x 7.09 x 3.55 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,1.41,Cushion,Yellow,EC,Heated,222800.0,,6.8 x 5.7 x 4 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,3.75,Cushion,Yellow,EC,Heated,846700.0,,8.3 x 8 x 8 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,2.11,Oval,Yellow,EC,Heated,245100.0,,9 x 6.2 x 4.4 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,1.69,Cushion,Yellow,LC,Heated,267400.0,,7 x 5.6 x 4.1 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,1.96,Cushion,Yellow,EC,Heated,300800.0,,7.1 x 7 x 4.8 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,2.69,Cushion,Yellow,EC,Heated,612700.0,,10.27 x 7.21 x 3.61 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,4.16,Cushion,Yellow,EC,Heated,1024900.0,,10.2 x 8 x 5 mm,No,2025-09-01
Sapphire,Natural Orange Sapphire,4.63,Oval,Yellowish Orange,EC,Heated,2227800.0,,11.7 x 8.5 x 5.8 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,2.17,Oval,Medium Yellow,EC,Heated,501300.0,,8.7 x 7.2 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,2.64,Oval,Orangish Yellow,EC,Heated,601600.0,,8.5 x 7.5 x 5.5 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,7.74,Oval,Orangish Yellow,EC,Heated,1838100.0,,12.3 x 10.4 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,3.82,Oval,Medium Yellow,EC,,1091800.0,,10.5 x 8 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,4.59,Oval,Deep Yellow,EC,,1292300.0,,10.3 x 9 x 6 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,,Radiant,Yellow,EC,,441200.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,,Oval,Yellow,EC,,623900.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,,Mixed,Yellow,EC,,1742300.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,6.65,Round,Yellow,,,1733400.0,,7.8 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,,Cushion,Yellow,,,2018600.0,,5.5 mm,No,2025-09-01
Sapphire,Natural Orange Sapphire,2.07,Emerald Cut,Orange,,,418900.0,,7.49 x 7.3 x 3.88 mm,No,2025-09-01
Sapphire,Yellow Sapphire,14.89,Cushion,Sunny Yellow,EC,,2138900.0,,,No,2025-09-01
Sapphire,Natural Unheaed Yellow Sapphire,2.16,Oval,Yellow,LC,,356500.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,2.21,Oval,Yellow,LC,Unheated,378800.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,9.64,Cushion,Yellow,EC,,2116600.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,4.5,Cushion,Yellow,EC,Unheated,779800.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,4.81,Oval,Yellow,EC,Unheated,975900.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,5.48,Oval,Yellow,EC,Unheated,1109600.0,,,No,2025-09-01
Sapphire,Natural Orange Sapphire,2.05,Round,Orange,LC,,467900.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,6.46,Cushion,Yellow,EC,Unheated,1778000.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,2.69,Oval,Yellow,EC,,467900.0,,,No,2025-09-01
Sapphire,Natural Orange Sapphire,2.49,Oval,Orange,LC,,490200.0,,7.8 x 7.9 x 4.6 mm,No,2025-09-01
Sapphire,Natural Yellow Sapphire,,Oval,Yellow,EC,,1172000.0,,,No,2025-09-01
Sapphire,Natural Yellow Sapphire,,Oval,Yellow,EC,,639500.0,,,No,2025-09-01
Sapphire,Natural Teal Sapphire,1.0,Hexagon,Bluish Green,LC,Unheated,156100.0,,,No,2025-09-01
Sapphire,Natural Teal Sapphire,4.14,Oval,Green Blue,EC,Heated,602000.0,,,No,2025-09-01
Sapphire,Natural Teal Sapphire,1.56,Oval,Green Blue,EC,Heated,133800.0,,,No,2025-09-01
Sapphire,Teal Sapphire,1.81,Oval,Greenish Blue,EC,Heated,411400.0,,,No,2025-09-01
Sapphire,Natural Teal Sapphire,2.55,Oval,Greenish Blue,EC,Heated,1159400.0,,,No,2025-09-01
Emerald,Natural Emerald,,Emerald Cut,Green,EC,,1622000.0,,10.1 x 8.4 x 6.8 mm,No,2025-09-01
Emerald,Natural Emerald,,Oval,Green,EC,,339800.0,,,No,2025-09-01
Emerald,Natural Emerald,1.22,Pear,Green,EC,,339800.0,,,No,2025-09-01
Emerald,Natural Emerald,1.55,Emerald Cut,Green,EC,,178300.0,,,No,2025-09-01
Emerald,Natural Emerald,4.75,Emerald Cut,Green,EC,,1927200.0,,,No,2025-09-01
Emerald,Natural Emerald,1.45,Emerald Cut,Green,EC,,209500.0,,,No,2025-09-01
Emerald,Natural Emerald,,Emerald Cut,Green,EC,,1622000.0,,10.1 x 8.4 x 6.8 mm,No,2025-09-01
Emerald,Natural Emerald,,Emerald Cut,Green,EC,,189400.0,,,No,2025-09-01
Emerald,Natural Emerald,4.0,Pear,Green,EC,Unheated,646200.0,,,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.73,Cushion,Orange Pinkish,EC,Unheated,780400.0,,7.7 x 73.5 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.92,Oval,Orange Pinkish,EC,Unheated,1449300.0,,9.1 x 6.9 x 3.31 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,6.73,Oval,Orange Pinkish,EC,Unheated,2229400.0,,12 x 9.1 x 6.7 mm,No,2025-09-01
Unheated Padparadscha,Padparadscha,2.53,Oval,Orange Pinkish,EC,Unheated,1343200.0,,9.2 x 7.2 x 4.06 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,3.12,Cushion,Orange Pinkish,EC,Unheated,1906400.0,,8.4 x 7.6 x 5.2 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.04,Oval,Orange Pinkish,EC,Unheated,289900.0,,7.2 x 4.9 x 3 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.11,Oval,Pinkish Orange,LC,Unheated,490600.0,,7.5 x 5.6 x 3.1 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,2.59,Round,Pinkish Orange,EC,Unheated,735800.0,,7.6 x 7.6 x 4.6 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.08,Oval,Pinkish Orange,LC,Unheated,431000.0,,7.4 x 5.7 x 2.9 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.26,Oval,Pinkish Orange,LC,Unheated,356800.0,,7.9 x 6.1 x 3.3 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.47,Round,Pinkish Orange,LC,Unheated,418100.0,,6.5 x 6.5 x 4.03 mm,No,2025-09-01
Unheated Padparadscha,Padparadscha,1.08,Heart,Pinkish Orange,LC,Unheated,379100.0,,7.4 x 5.5 x 3.6 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.19,Round,Pinkish Orange,LC,Unheated,330000.0,,6.2 x 6.2 x 3.6 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.28,Cushion,Pinkish Orange,LC,Unheated,434800.0,,6.25 x 6.17 x 4.7 mm,No,2025-09-01
Unheated Padparadscha,Padparadscha,1.35,Trilliant,Pinkish Orange,LC,Unheated,376900.0,,6.25 x 6.17 x 4.7 mm,No,2025-09-01
Unheated Padparadscha,Padparadscha,2.14,Oval,Pinkish Orange,LC,Unheated,1438100.0,,,No,2025-09-01
Unheated Padparadscha,Padparadscha,2.02,Oval,Pinkish Orange,LC,Unheated,1126000.0,,,No,2025-09-01
Natural Padparadscha,Natural Padparadscha,1.56,Pear,Pinkish Orange,EC,Unheated,434800.0,,,No,2025-09-01
Natural Padparadscha,Natural Padparadscha,1.34,Oval,Pinkish Orange,EC,Unheated,373500.0,,,No,2025-09-01
Sapphire,Natural Padparascha Sapphire,,Cushion,Orangish Pink,,Unheated,936500.0,,8 x 3.9 mm,No,2025-09-01
Sapphire,Padparadscha Sapphire,1.48,Baguette,Pinkish Orange,LC,Unheated,512900.0,,10 x 4.9 x 2.6 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.23,Pear,Pinkish Orange,EC,Unheated,479400.0,,7.5 x 6.2 x 3.5 mm,No,2025-09-01
Natural Unheated Padparadscha,Natural Padparadscha,1.47,Oval,Pinkish Orange,EC,Unheated,570800.0,,8.3 x 6.3 x 3.2 mm,No,2025-09-01
Ruby,Natural Ruby,0.55,Baguette,Red,EC,Unheated,334500.0,,6.6 x 3.4 x 2.1 mm,No,2025-09-01
Ruby,Natural Ruby,0.7,Oval,Red,EC,Unheated,189600.0,,5.8 x 4.5 mm,No,2025-09-01
Ruby,Natural Ruby,0.7,Round,Pinkish Red,LC,Unheated,267600.0,,5.4 x 3.3 mm,No,2025-09-01
Ruby,Natural Ruby,0.56,Round,Red,EC,Unheated,211900.0,,5 mm,No,2025-09-01
Ruby,Natural Ruby,0.54,Round,Red,EC,Unheated,211900.0,,5 mm,No,2025-09-01
Ruby,Natural Ruby,0.68,Oval,Red,EC,Unheated,189600.0,,6.2 x 4.8 mm,No,2025-09-01
Ruby,Natural Ruby,1.39,Oval,Red,LC,Unheated,958800.0,,7.4 x 5.9 x 3.2 mm,No,2025-09-01
Ruby,Natural Ruby,1.07,Cushion,Red,EC,Unheated,735800.0,,7 x 4.8 x 3.1 mm,No,2025-09-01
Ruby,Natural Ruby,1.0,Pear,Red,EC,Unheated,390200.0,,7.2 x 6 mm,No,2025-09-01
Ruby,Natural Ruby,0.85,Oval,Red,EC,Unheated,490600.0,,6.1 x 5.2 mm,No,2025-09-01
Ruby,Natural Ruby,0.92,Oval,Pinkish Red,EC,Unheated,423700.0,,6.2 x 5.2 x 3.6 mm,No,2025-09-01
Ruby,Natural Ruby,0.8,Oval,Red Ruby,,Unheated,278700.0,,6 x 5 x 3.1 mm,No,2025-09-01
Ruby,Natural Ruby,1.21,Cushion,Red Ruby,EC,Unheated,496100.0,,5.5 x 6 mm,No,2025-09-01
Ruby,Natural Ruby,1.58,Cushion,Pinkish Red,,Unheated,793800.0,,8.2 x 6.5 x 3.2 mm,No,2025-09-01
Sapphire,Natural Pink Sapphire,2.92,Cushion,Orangish Pink,,,732500.0,,8 x 7.6 x 4.4 mm,No,2025-09-01
Ruby,Natural Ruby,2.31,Pear,Red,,,1806000.0,,10.3 x 7 x 3.7 mm,No,2025-09-01
Ruby,Natural Ruby,1.97,Cushion,Red,,Unheated,1757000.0,,7.9 x 6.5 x 3.6 mm,No,2025-09-01
Ruby,Natural Ruby,2.05,Pear,Red,LC,,579700.0,,7 x 5 mm,No,2025-09-01
Ruby,Natural Ruby,1.57,Cushion,Pinkish Red,EC,,802700.0,,,No,2025-09-01
Ruby,Natural Ruby,1.04,Cushion,Red,,Unheated,1137100.0,,5.5 x 4.5 x 3.6 mm,No,2025-09-01
Ruby,Natural Ruby,1.32,Cushion,Red,,Unheated,441500.0,,6.21 x 6.04 x 3.65 mm,No,2025-09-01
Sapphire,Sapphire,16.25,Emerald Cut,,IF,Heat Treatment,5000000.0,4600000.0,,Yes,
Sapphire,Sapphire,2.0,Oval,,IF,Natural,200000.0,165000.0,,Yes,
Sapphire,Sapphire,2.2,Oval,,VS,Heat Treatment,125000.0,100000.0,,Yes,
Sapphire,Sapphire,2.35,Oval,,VVS,Natural,100000.0,80000.0,,Yes,
Sapphire,Sapphire,4.0,Cushion,,IF,Natural,2000000.0,1650000.0,,Yes,
Geuda,Geuda,15.0,Rough,Royal Blue,IF,Heat Treatment,2500000.0,3000000.0,,Yes,
Geuda,Geuda,5.0,Rough,Royal Blue,IF,Heat Treatment,150000.0,200000.0,,Yes,
Sapphire,Sapphire,6.5,Rough,Yellow,IF,Natural,50000.0,75000.0,,Yes,
Sapphire,Sapphire,7.3,Rough,Corn Flour,IF,Natural,225000.0,600000.0,,Yes,
Geuda,Geuda,22.0,Rough,Light Blue,IF,Heat Treatment,320000.0,600000.0,,Yes,
Geuda,Geuda,7.5,Rough,,IF,Heat Treatment,475000.0,100000.0,,Yes,
Sapphire,Sapphire,5.0,Oval,Yellow,IF,Heat Treatment,700000.0,700000.0,,No,
Sapphire,Sapphire,8.0,Rough,Red,IF,Heat Treatment,10000000.0,9000000.0,,No,
Cat'S Eye,Cat'S Eye,2.0,Round,Green,IF,Heat Treatment,100000.0,10000.0,,No,
Spinel,Spinel,1.0,Oval,Pink,IF,Natural,200000.0,190000.0,,No,
