Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Zircon,Brown,1.91,Mixed Brilliant Pear,Brown,Very Slightly Included,No Enhancement,16250.0,,8.21 x 6.45 x 4.21,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,15.84,Mixed Brilliant Cushion,Purplish Red,Very Slightly Included,Heat Treated,967850.0,,15.58 x 13.56 x 9.06,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Pink,4.63,Radiant Cut Radiant,Purplish Pink,Very Slightly Included,No Enhancement,553800.0,,11.94 x 7.66 x 5.53,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,14.29,Mixed Brilliant Cushion,Red,Eye Clean,No Enhancement,965900.0,,13.92 x 12.57 x 9.52,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,10.6,Mixed Brilliant Cushion,Red,Very Slightly Included,No Enhancement,826800.0,,12.84 x 11.97 x 8.04,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,13.85,Radiant Cut Asscher - Octagon,Red,Very Slightly Included,No Enhancement,1107275.0,,12.77 x 12.51 x 9.42,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,29.36,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,2542150.0,,20.04 x 15.85 x 11.43,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,3.01,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,829400.0,,9.98 x 8.13 x 4.58,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,3.07,Mixed Brilliant Cushion,Pink,Slightly Included,No Enhancement,973700.0,,7.98 x 7.72 x 6.09,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,4.14,Mixed Brilliant Cushion,Greenish Blue,Very Slightly Included,No Enhancement,1530750.0,,11.74 x 8.83 x 5.13,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Blue,5.18,Mixed Brilliant Oval,Purplish Blue,Very Slightly Included,No Enhancement,1273675.0,,11.94 x 9.42 x 6.34,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.68,Mixed Brilliant Pear,Purple,Very Slightly Included,No Enhancement,32825.0,,9.53 x 6.82 x 3.65,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,3.92,Mixed Brilliant Oval,Pink,Very Slightly Included,No Enhancement,1798225.0,,11.32 x 8.55 x 5.76,Certified by Natural Sapphire Company,2025-09-08
Garnet,Brown,0.84,Mixed Brilliant Cushion,Brown,Very Slightly Included,No Enhancement,13650.0,,6.1 x 4.4 x 3.26,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,2.45,Mixed Brilliant Pear,Yellowish Brown,Eye Clean,No Enhancement,31850.0,,8.71 x 7.04 x 4.12,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.33,Asscher Asscher - Octagon,Rainbow,Very Slightly Included,No Enhancement,48750.0,,4.35 x 3.75 x 3.19,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.37,Asscher Asscher - Octagon,Rainbow,Very Slightly Included,No Enhancement,48750.0,,4.42 x 4.4 x 2.81,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,1.9,Mixed Brilliant Cushion,Greenish Yellow,Very Slightly Included,No Enhancement,43225.0,,9.36 x 6.64 x 3.67,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.02,Mixed Brilliant Cushion,Purple,Very Slightly Included,No Enhancement,52650.0,,10.36 x 6.05 x 3.78,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.72,Emerald Cut Emerald Cut,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,5.23 x 4.32 x 4.5,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,1.13,Mixed Brilliant Cushion,Greenish Yellow,Eye Clean,No Enhancement,18525.0,,6.96 x 5.82 x 3.52,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.51,Emerald Cut Emerald Cut,White,Very Slightly Included,No Enhancement,48750.0,,6.18 x 3.79 x 3.27,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.53,Radiant Cut Radiant,Greenish Yellow,Very Slightly Included,No Enhancement,98800.0,,8.46 x 6.16 x 5.28,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.47,Emerald Cut Emerald Cut,Rainbow,Very Slightly Included,No Enhancement,48750.0,,6.2 x 4.16 x 3.71,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.46,Emerald Cut Emerald Cut,Rainbow,Eye Clean,No Enhancement,48750.0,,6.07 x 3.68 x 3.11,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.39,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,62075.0,,7.83 x 7.07 x 5.34,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.5,Emerald Cut Emerald Cut,Rainbow,Very Slightly Included,No Enhancement,48750.0,,7.15 x 4.0 x 2.58,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.38,Emerald Cut Emerald Cut,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,5.3 x 3.72 x 2.93,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,13.33,Cabochon Round,Greenish Yellow,Very Slightly Included,No Enhancement,49907650.0,,11.97 x 11.98 x 9.33,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.43,Emerald Cut Emerald Cut,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,5.6 x 3.6 x 3.32,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,19.1,Cabochon Oval,Greenish Yellow,Very Slightly Included,No Enhancement,34699925.0,,15.8 x 13.86 x 9.2,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.73,Emerald Cut Emerald Cut,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,6.76 x 4.34 x 3.6,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.02,Mixed Brilliant Cushion,Greenish Yellow,Very Slightly Included,No Enhancement,78650.0,,8.37 x 6.41 x 4.49,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.76,Mixed Brilliant Round,Pink,Very Slightly Included,No Enhancement,49400.0,,5.97 x 5.93 x 3.21,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.25,Mixed Brilliant Pear,Greenish Yellow,Eye Clean,No Enhancement,87750.0,,9.39 x 6.94 x 4.89,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.26,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,81900.0,,6.25 x 6.31 x 4.75,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,1.33,Mixed Brilliant Round,Greyish Blue,Eye Clean,No Enhancement,86450.0,,6.77 x 6.71 x 4.23,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.23,Mixed Brilliant Round,Purplish Pink,Very Slightly Included,No Enhancement,119925.0,,6.71 x 6.71 x 4.18,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.96,Mixed Brilliant Round,Blue,Very Slightly Included,No Enhancement,191100.0,,8.06 x 8.06 x 4.63,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,1.61,Mixed Brilliant Round,Greyish Blue,Very Slightly Included,No Enhancement,156975.0,,7.32 x 7.31 x 4.52,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,3.15,Mixed Brilliant Pear,Greenish Yellow,Very Slightly Included,No Enhancement,204750.0,,12.06 x 8.25 x 4.63,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.42,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,138450.0,,6.98 x 6.99 x 4.34,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,15.49,Mixed Brilliant Cushion,Red,Eye Clean,Heat Treated,1396850.0,,16.23 x 13.36 x 7.62,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,17.39,Asscher Asscher - Octagon,Red,Eye Clean,Heat Treated,2613975.0,,13.74 x 13.62 x 11.12,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,14.32,Mixed Brilliant Cushion,Red,Eye Clean,Heat Treated,1721850.0,,15.65 x 12.45 x 8.36,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,2.38,Mixed Brilliant Oval,Purplish Pink,Very Slightly Included,No Enhancement,232050.0,,9.67 x 7.27 x 4.84,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,38.6,Mixed Brilliant Cushion,Purplish Red,Eye Clean,Heat Treated,3732300.0,,20.88 x 18.04 x 12.1,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,21.36,Mixed Brilliant Oval,Red,Very Slightly Included,Heat Treated,2889575.0,,19.38 x 16.38 x 8.98,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,2.03,Mixed Brilliant Cushion,Brown,Very Slightly Included,No Enhancement,26325.0,,8.65 x 5.76 x 3.78,Certified by Natural Sapphire Company,2025-09-08
Aquamarine,Blue,6.92,Mixed Brilliant Round,Blue,Slightly Included,Heat Treated,134875.0,,12.82 x 12.8 x 7.83,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,4.68,Mixed Brilliant Pear,Purplish Pink,Eye Clean,No Enhancement,456300.0,,14.57 x 7.51 x 6.41,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,1.59,Asscher Asscher - Octagon,Greyish Blue,Very Slightly Included,No Enhancement,155025.0,,6.48 x 6.48 x 4.65,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.09,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,271700.0,,7.68 x 7.71 x 5.34,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,2.08,Mixed Brilliant Round,Greyish Blue,Very Slightly Included,No Enhancement,270400.0,,8.11 x 8.14 x 4.76,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,3.44,Mixed Brilliant Pear,Blue,Slightly Included,No Enhancement,335400.0,,11.99 x 7.39 x 5.9,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,2.1,Mixed Brilliant Round,Purplish Pink,Eye Clean,No Enhancement,409500.0,,8.09 x 8.11 x 4.88,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,2.97,Mixed Brilliant Round,Purplish Pink,Very Slightly Included,No Enhancement,579150.0,,8.57 x 8.57 x 5.96,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.74,Mixed Brilliant Round,Purplish Pink,Very Slightly Included,No Enhancement,226200.0,,7.13 x 7.16 x 4.98,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.46,Mixed Brilliant Round,Pink,Eye Clean,No Enhancement,189800.0,,6.98 x 6.87 x 4.57,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.48,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,192400.0,,7.06 x 7.06 x 4.38,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,4.41,Mixed Brilliant Round,Purple,Very Slightly Included,No Enhancement,1146600.0,,10.04 x 10.01 x 6.47,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.7,Mixed Brilliant Round,Blue,Very Slightly Included,No Enhancement,221000.0,,7.45 x 7.47 x 4.61,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Brown,12.3,Mixed Brilliant Cushion,Greenish Brown,Very Slightly Included,No Enhancement,2958150.0,,15.37 x 11.89 x 7.65,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellow,2.07,Mixed Brilliant Cushion,Yellow,Very Slightly Included,Heat Treated,26975.0,,8.87 x 6.51 x 3.57,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.54,Emerald Cut Emerald Cut,Rainbow,Very Slightly Included,No Enhancement,48750.0,,6.63 x 3.58 x 3.16,Certified by Natural Sapphire Company,2025-09-08
Topaz,Peach,1.92,Mixed Brilliant Oval,Peach,Eye Clean,Heat Treated,187200.0,,9.11 x 6.03 x 4.27,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,3.68,Asscher Asscher - Octagon,Red,Eye Clean,No Enhancement,167700.0,,7.8 x 7.25 x 6.78,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.74,Emerald Cut Emerald Cut,Rainbow,Eye Clean,No Enhancement,48425.0,,7.54 x 4.16 x 3.4,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.62,Mixed Brilliant Round,Green,Eye Clean,No Enhancement,28275.0,,5.17 x 5.18 x 3.85,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.07,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,17550.0,,7.13 x 5.13 x 3.6,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.76,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,80600.0,,9.09 x 7.1 x 4.87,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.78,Princess Cut Princess,Green,Very Very Slightly Included,No Enhancement,50700.0,,5.16 x 5.13 x 3.89,Certified by Natural Sapphire Company,2025-09-08
Spinel,Bluish Grey,2.83,Mixed Brilliant Oval,Bluish Grey,Eye Clean,No Enhancement,598000.0,,10.5 x 7.86 x 4.55,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,2.05,Asscher Asscher - Octagon,Rainbow,Very Slightly Included,No Enhancement,117325.0,,7.84 x 7.23 x 5.44,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.33,Mixed Brilliant Oval,Purple,Very Slightly Included,No Enhancement,21775.0,,7.51 x 5.81 x 4.15,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Red,0.96,Mixed Brilliant Oval,Pinkish Red,Very Slightly Included,No Enhancement,43550.0,,6.63 x 5.28 x 3.13,Certified by Natural Sapphire Company,2025-09-08
Spinel,Red,0.76,Mixed Brilliant Oval,Red,Slightly Included,No Enhancement,34450.0,,5.63 x 4.85 x 3.65,Certified by Natural Sapphire Company,2025-09-08
Spinel,Red,1.24,Mixed Brilliant Oval,Red,Very Slightly Included,Heat Treated,362700.0,,7.27 x 5.82 x 4.02,Certified by Natural Sapphire Company,2025-09-08
Spinel,Red,1.21,Mixed Brilliant Oval,Red,Slightly Included,No Enhancement,54925.0,,8.0 x 5.1 x 3.77,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.85,Mixed Brilliant Pear,Red,Eye Clean,No Enhancement,148200.0,,9.7 x 7.57 x 5.54,Certified by Natural Sapphire Company,2025-09-08
Spinel,Red,0.56,Mixed Brilliant Oval,Red,Slightly Included,No Enhancement,25350.0,,4.83 x 4.22 x 3.23,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Color Change,15.26,Mixed Brilliant Oval,Color Change,Eye Clean,No Enhancement,48355125.0,,14.74 x 12.77 x 10.23,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.46,Emerald Cut Emerald Cut,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,5.81 x 4.04 x 2.91,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.57,Emerald Cut Emerald Cut,Rainbow,Very Slightly Included,No Enhancement,48750.0,,6.28 x 3.71 x 3.73,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.67,Emerald Cut Emerald Cut,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,6.94 x 4.26 x 3.18,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.51,Asscher Asscher - Octagon,Rainbow,Very Slightly Included,No Enhancement,48750.0,,4.77 x 4.63 x 4.0,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.75,Mixed Brilliant Cushion,Red,Slightly Included,No Enhancement,71500.0,,7.8 x 7.25 x 5.64,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,17.64,Cabochon Oval,White,Very Slightly Included,No Enhancement,80275.0,,18.79 x 13.39 x 9.86,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,3.07,Mixed Brilliant Cushion,Red,Eye Clean,No Enhancement,99775.0,,8.89 x 7.96 x 5.05,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.85,Mixed Brilliant Round,Red,Eye Clean,No Enhancement,48100.0,,7.45 x 7.51 x 4.63,Certified by Natural Sapphire Company,2025-09-08
Rubellite Tourmaline,Pinkish Red,5.84,Mixed Brilliant Cushion,Pinkish Red,Very Slightly Included,No Enhancement,265850.0,,13.16 x 10.6 x 5.7,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.8,Emerald Cut Emerald Cut,Rainbow,Eye Clean,No Enhancement,48750.0,,7.54 x 4.77 x 3.16,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.68,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,43550.0,,7.22 x 6.62 x 4.17,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.59,Mixed Brilliant Cushion,Rainbow,Very Slightly Included,No Enhancement,48750.0,,5.37 x 4.75 x 4.06,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.57,Emerald Cut Asscher - Octagon,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,5.15 x 4.83 x 3.78,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.52,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,39650.0,,7.32 x 6.61 x 3.83,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.15,Mixed Brilliant Round,Red,Slightly Included,No Enhancement,55900.0,,7.96 x 8.02 x 4.29,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.78,Mixed Brilliant Pear,Red,Very Slightly Included,No Enhancement,46150.0,,8.8 x 6.23 x 4.5,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.0,Cabochon Round,Greenish Yellow,Very Very Slightly Included,No Enhancement,702000.0,,8.06 x 7.8 x 3.35,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.38,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,54275.0,,9.29 x 7.2 x 3.76,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Purple,0.54,Emerald Cut Cushion,Purple,Very Very Slightly Included,No Enhancement,48750.0,,5.29 x 4.51 x 3.79,Certified by Natural Sapphire Company,2025-09-08
Garnet,Reddish Purple,2.76,Mixed Brilliant Oval,Reddish Purple,Very Slightly Included,No Enhancement,71825.0,,9.31 x 6.73 x 5.13,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.1,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,54600.0,,9.03 x 6.68 x 4.19,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.28,Mixed Brilliant Round,Red,Slightly Included,No Enhancement,52000.0,,7.53 x 7.55 x 5.48,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.37,Mixed Brilliant Pear,White,Slightly Included,No Enhancement,48750.0,,6.08 x 4.33 x 3.63,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.62,Mixed Brilliant Cushion,Rainbow,Slightly Included,No Enhancement,48750.0,,5.65 x 4.35 x 4.46,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.54,Mixed Brilliant Pear,Rainbow,Slightly Included,No Enhancement,48750.0,,6.18 x 4.26 x 4.21,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.43,Mixed Brilliant Pear,White,Very Slightly Included,No Enhancement,48750.0,,6.63 x 4.29 x 3.17,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.65,Mixed Brilliant Pear,White,Very Very Slightly Included,No Enhancement,48750.0,,6.96 x 4.11 x 4.4,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.49,Mixed Brilliant Pear,White,Slightly Included,No Enhancement,48750.0,,5.75 x 3.97 x 4.1,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.51,Mixed Brilliant Pear,White,Slightly Included,No Enhancement,48750.0,,6.84 x 4.74 x 3.17,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.5,Mixed Brilliant Pear,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,6.47 x 4.17 x 3.68,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.51,Mixed Brilliant Pear,Rainbow,Very Slightly Included,No Enhancement,48750.0,,6.5 x 4.22 x 3.4,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.51,Mixed Brilliant Pear,Rainbow,Slightly Included,No Enhancement,48750.0,,6.48 x 4.08 x 3.55,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.49,Mixed Brilliant Pear,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,6.41 x 4.39 x 3.68,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.44,Mixed Brilliant Pear,White,Very Slightly Included,No Enhancement,48750.0,,6.3 x 4.66 x 3.03,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.64,Mixed Brilliant Pear,White,Very Slightly Included,No Enhancement,48750.0,,6.66 x 4.85 x 3.76,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.69,Mixed Brilliant Pear,White,Very Very Slightly Included,No Enhancement,48750.0,,6.38 x 4.94 x 4.32,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.58,Mixed Brilliant Pear,Rainbow,Slightly Included,No Enhancement,48750.0,,6.86 x 4.71 x 3.59,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.39,Mixed Brilliant Pear,Rainbow,Very Slightly Included,No Enhancement,48750.0,,6.4 x 4.18 x 2.91,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.42,Mixed Brilliant Pear,White,Very Slightly Included,No Enhancement,48750.0,,6.06 x 4.42 x 3.18,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.67,Mixed Brilliant Pear,Rainbow,Very Slightly Included,No Enhancement,48750.0,,7.78 x 4.31 x 4.02,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.45,Mixed Brilliant Pear,Rainbow,Very Very Slightly Included,No Enhancement,48750.0,,5.98 x 4.87 x 3.11,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,0.5,Mixed Brilliant Pear,White,Very Slightly Included,No Enhancement,48750.0,,6.9 x 4.73 x 3.23,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Rainbow,0.44,Mixed Brilliant Pear,Rainbow,Slightly Included,No Enhancement,48750.0,,6.1 x 4.78 x 3.01,Certified by Natural Sapphire Company,2025-09-08
