name,price_text,price_value,currency,url,gem_type,weight_carat,clarity,size_mm,colour,shape_cut,treatment,scraped_at,raw_description_text
2.55ct Natural Unheated Blue Sapphire,"Rs 599,400.00",599400.0,LKR,https://wijayagems.com/products/2-55ct-natural-unheated-blue-sapphire,Natural Blue Sapphire,2.55,Eye Clean Size,9.0x6.8x4.9mm,Cornflower Shape,Oval,Unheated,2025-09-01T12:04:20.339759+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.55carat
Clarity: Eye Clean
Size :9.0x6.8x4.9mm
Colour: Cornflower
Shape & Cut: Oval/ Step
Treatment : Unheated"
4.16ct Natural Blue Sapphire,"Rs 523,600.00",523600.0,LKR,https://wijayagems.com/products/4-16ct-natural-blue-sapphire-1,Natural Blue Sapphire,4.16,Eye Clean Colour,9.3x6.3 mm,Vivid Ccornflower Size,Mix SKU,,2025-09-01T12:04:27.071341+00:00,"Gem type: Natural Blue Sapphire
Weight: 4.16 carat
Clarity: Eye Clean
Colour: Vivid Ccornflower
Size : 9.3x6.3 mm
Shape & Cut: Mix
SKU : CR-4737"
2.00ct Natural Unheated Blue Sapphire,"Rs 445,600.00",445600.0,LKR,https://wijayagems.com/products/2-00ct-natural-unheated-blue-sapphire-1,Natural Unheated Blue Sapphire,2.0,Eye Clean Colour,7.3x7.3x3.6 mm,Medium Blue Size,Cushion SKU,,2025-09-01T12:04:33.732740+00:00,"Gem type: Natural Unheated Blue Sapphire
Weight: 2.0 carat
Clarity: Eye Clean
Colour: Medium Blue
Size : 7.3x7.3x3.6 mm
Shape & Cut: Cushion
SKU : CR-6231(N)"
2.44ct Natural Blue Sapphire,"Rs 746,400.00",746400.0,LKR,https://wijayagems.com/products/2-44ct-natural-blue-sapphire,Natural Blue Sapphire,2.44,,10.68x6.47x4.74 mm,Cornflower Blue Shape,Pear,,2025-09-01T12:04:39.698756+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.44 carat
Size: 10.68x6.47x4.74 mm
Colour: Cornflower Blue
Shape & Cut: Pear/ Step Cut
Certificate : FK7-653
SKU : KM20.5-BS-65."
2.45ct Natural Blue Sapphire,"Rs 1,024,900.00",1024900.0,LKR,https://wijayagems.com/products/2-45ct-natural-blue-sapphire-1,Natural Blue Sapphire,2.45,,11.0x6.7 mm,Cornflower Blue Shape,Pear,,2025-09-01T12:04:47.669025+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.45 carat
Size: 11.0x6.7 mm
Colour: Cornflower Blue
Shape & Cut: Pear/ Step Cut
Certificate : GGTL87-446-20
SKU : KM20.5-BS-58."
5.8mm Round (D) Natural  Blue Sapphire,"Rs 270,700.00",270700.0,LKR,https://wijayagems.com/products/5-8mm-round-d-natural-blue-sapphire-1,Natural Blue Sapphire,1.08,Eye Clean Size,5.8mm,,Round,,2025-09-01T12:04:58.387365+00:00,"Gem type: Natural Blue Sapphire
Weight: 1.08 carat
Clarity: Eye Clean
Size: 5.8mm
Shape & Cut: Round / Step"
3.16ct  Natural  Blue Sapphire,"Rs 1,232,100.00",1232100.0,LKR,https://wijayagems.com/products/3-16ct-natural-blue-sapphire-2,Natural Blue Sapphire,3.16,Eye Clean Size,9.9 × 7.5 x 5.2 mm,Cornflower Blue Shape,Pear,,2025-09-01T12:05:03.709592+00:00,"Gem type: Natural Blue Sapphire
Weight: 3.16 carat
Clarity: Eye Clean
Size: 9.9 × 7.5 x  5.2 mm
Colour: Cornflower Blue
Shape & Cut: Pear /  Step cut
Certificate : FK7-657"
2.50ct Natural  Blue Sapphire,"Rs 757,500.00",757500.0,LKR,https://wijayagems.com/products/2-50ct-natural-blue-sapphire-1,Natural Blue Sapphire,2.50,Eye Clean Size,6 mm,Royal Blue Shape,Round Brilliant cut,,2025-09-01T12:05:11.662380+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.50 carat
Clarity: Eye Clean
Size:
6
mm
Colour: Royal
Blue
Shape & Cut: Round
Brilliant
cut"
2.12ct Natural  Blue Sapphire,"Rs 980,300.00",980300.0,LKR,https://wijayagems.com/products/2-12ct-natural-blue-sapphire-1,Natural Blue Sapphire,2.12,Eye Clean Size,7.6X7.0X4.5mm,Cornflower Blue Shape,Cushion Step Certificate,,2025-09-01T12:05:17.914241+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.12 carat
Clarity: Eye Clean
Size: 7.6X7.0X4.5mm
Colour: Cornflower Blue
Shape & Cut: Cushion Step
Certificate: FK7-756"
1.50ct Natural Blue Sapphire,"Rs 523,600.00",523600.0,LKR,https://wijayagems.com/products/1-50ct-natural-blue-sapphire-1,Natural Blue Sapphire,1.50,Eye Clean Size,6.4x6.1x4.5mm,Cornflower Blue Shape,Cushion Step,,2025-09-01T12:05:23.379478+00:00,"Gem type: Natural Blue Sapphire
Weight: 1.50 carat
Clarity: Eye Clean
Size: 6.4x6.1x4.5mm
Colour: Cornflower Blue
Shape & Cut: Cushion Step"
1.38ct Natural Unheated Blue Sapphire Pair,"Rs 142,600.00",142600.0,LKR,https://wijayagems.com/products/1-38ct-natural-unheated-blue-sapphire-pair-copy,Natural Unheated Blue Sapphire,1.38,,5.0mm,Blue Shape,Cushion,,2025-09-01T12:05:30.358796+00:00,"Gem type: Natural Unheated Blue Sapphire
Weight: 1.38 carat
Size: 5.0mm
Colour: Blue
Shape & Cut: Cushion  / Step Cut
Certificate :
SKU : CPG17"
2.69ct Natural Blue Sapphire,"Rs 1,125,200.00",1125200.0,LKR,https://wijayagems.com/products/2-69ct-natural-blue-sapphire,Natural Blue Sapphire,2.69,,8.82x7.11mm,Cornflower Blue Shape,Oval,,2025-09-01T12:05:38.900105+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.69 carat
Size: 8.82x7.11mm
Colour: Cornflower Blue
Shape & Cut: Oval / Step Cut
Certificate : FK9-076
SKU : CR/6980"
2.02ct Natural Blue Sapphire,"Rs 1,169,700.00",1169700.0,LKR,https://wijayagems.com/products/2-02ct-natural-blue-sapphire,Natural Blue Sapphire,2.02,,8.61x7.0x4.18 mm,Cornflower Blue Shape,Oval,,2025-09-01T12:05:44.511530+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.02carat
Size: 8.61x7.0x4.18 mm
Colour: Cornflower Blue
Shape & Cut: Oval/ Step Cut
Certificate : FK9-735
SKU : RU42M-BS-28"
2.05ct Natural Blue Sapphire,"Rs 949,200.00",949200.0,LKR,https://wijayagems.com/products/2-05ct-natural-blue-sapphire-1,Natural Blue Sapphire,2.05,Loupe Clean Size,9.4 × 5.5 × 4.7 mm,Blue Shape,Pear step cut Certificate,,2025-09-01T12:05:51.594461+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.05 carat
Clarity: Loupe Clean
Size: 9.4 × 5.5 × 4.7 mm
Colour: Blue
Shape & Cut: Pear step cut
Certificate: GF-766"
1.27ct Pear Natural blue sapphire,"Rs 303,000.00",303000.0,LKR,https://wijayagems.com/products/1-27ct-pear-natural-blue-sapphire-1,Natural blue sapphire,1.27,Clean Size,6.7 ×6.3 mm,Royal blue Shape,Pear Step cut,,2025-09-01T12:05:59.557413+00:00,"Gem type: Natural blue sapphire
Weight: 1.27 carat
Clarity: Clean
Size: 6.7 ×6.3 mm
Colour: Royal blue
Shape & Cut: Pear Step cut"
1.76ct Natural  Blue Sapphire,"Rs 1,019,600.00",1019600.0,LKR,https://wijayagems.com/products/1-76ct-natural-blue-sapphire,Natural Blue Sapphire,1.76,Eye Clean Size,7.3mm,Cornflower Blue,round step cut Colour,,2025-09-01T12:06:06.001923+00:00,"Gem type: Natural Blue Sapphire
Weight: 1.76carat
Clarity: Eye Clean
Size:   7.3mm
Shape & Cut: round step cut
Colour: Cornflower Blue"
1.96ct Natural Blue Sapphire,"Rs 1,069,500.00",1069500.0,LKR,https://wijayagems.com/products/1-96ct-natural-blue-sapphire-1,Natural Blue Sapphire,1.96,Eye Clean Size,7.50mm,Cornflower Blue Shape,Trilliant Step,,2025-09-01T12:06:14.188238+00:00,"Gem type: Natural Blue Sapphire
Weight: 1.96 carat
Clarity: Eye Clean
Size: 7.50mm
Colour: Cornflower Blue
Shape & Cut: Trilliant Step"
1.48ct Natural Blue Sapphire,"Rs 769,300.00",769300.0,LKR,https://wijayagems.com/products/1-48ct-natural-blue-sapphire-copy,Natural Blue Sapphire,1.48,Eye Clean Size,7.0mm,Cornflower Blue Shape,Round Step,,2025-09-01T12:06:23.343381+00:00,"Gem type: Natural Blue Sapphire
Weight: 1.48 carat
Clarity: Eye Clean
Size: 7.0mm
Colour: Cornflower Blue
Shape & Cut: Round Step"
1.64ct 1 Pair of Natural Blue Sapphire,"Rs 189,600.00",189600.0,LKR,https://wijayagems.com/products/1-64ct-1-pair-of-natural-blue-sapphire-copy,Natural Blue Sapphire,1.64,Eye Clean Size,6.0mm,Medium Blue Shape,Round Step,,2025-09-01T12:06:41.916628+00:00,"Gem type: Natural Blue Sapphire
Weight: 1.64 carat
Clarity: Eye Clean
Size : 6.0mm
Colour: Medium Blue
Shape & Cut: Round Step"
2.38ct Natural Blue Sapphire,"Rs 635,500.00",635500.0,LKR,https://wijayagems.com/products/2-38ct-natural-blue-sapphire-1,Natural Blue Sapphire,2.38,Loupe Clean Size,8.2 x 7 x 4mm,Royal Blue Shape,Cushion Treatment,Heated,2025-09-01T12:06:49.514914+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.38 carat
Clarity: Loupe Clean
Size: 8.2 x 7 x 4mm
Colour: Royal Blue
Shape & Cut: Cushion
Treatment: Heated"
2.47ct Natural  Blue Sapphire,"Rs 512,900.00",512900.0,LKR,https://wijayagems.com/products/2-47ct-natural-blue-sapphire-2,Natural Blue Sapphire,2.47,Eye Clean Size,9.56 × 7.09 × 3.55 mm,Cornflower Blue Shape,Octagon Step cut,,2025-09-01T12:06:55.576121+00:00,"Gem type: Natural Blue Sapphire
Weight: 2.47 carat
Clarity: Eye Clean
Size: 9.56 × 7.09
× 3.55
mm
Colour: Cornflower Blue
Shape & Cut: Octagon
Step cut"
